기관명,영문서비스명,시작주소,끝주소,개수(/24),할당일
주식회사 케이티,KORNET,210.95.120.0,210.95.123.255,4,19981016
주식회사 케이티,KORNET,210.95.124.0,210.95.127.255,4,19981016
주식회사 케이티,KORNET,210.95.128.0,210.95.143.255,16,19981016
주식회사 케이티,KORNET,210.95.144.0,210.95.147.255,4,19981016
주식회사 케이티,KORNET,210.95.148.0,210.95.151.255,4,19981016
주식회사 케이티,KORNET,210.95.152.0,210.95.167.255,16,19981016
주식회사 케이티,KORNET,210.95.168.0,210.95.171.255,4,19981016
주식회사 케이티,KORNET,210.95.172.0,210.95.191.255,20,19981016
주식회사 케이티,KORNET,210.95.64.0,210.95.67.255,4,19981016
주식회사 케이티,KORNET,210.95.68.0,210.95.91.255,24,19981016
주식회사 케이티,KORNET,210.95.92.0,210.95.95.255,4,19981016
주식회사 케이티,KORNET,210.95.96.0,210.95.99.255,4,19981016
주식회사 케이티,KORNET,210.178.128.0,210.178.139.255,12,19981101
주식회사 케이티,KORNET,210.178.140.0,210.178.143.255,4,19981101
주식회사 케이티,KORNET,210.178.144.0,210.178.147.255,4,19981101
주식회사 케이티,KORNET,210.178.148.0,210.178.151.255,4,19981101
주식회사 케이티,KORNET,210.178.152.0,210.178.155.255,4,19981101
주식회사 케이티,KORNET,210.178.156.0,210.178.163.255,8,19981101
주식회사 케이티,KORNET,210.178.164.0,210.178.167.255,4,19981101
주식회사 케이티,KORNET,210.178.168.0,210.178.171.255,4,19981101
주식회사 케이티,KORNET,210.178.172.0,210.178.175.255,4,19981101
주식회사 케이티,KORNET,210.178.176.0,210.178.179.255,4,19981101
주식회사 케이티,KORNET,210.178.180.0,210.178.183.255,4,19981101
주식회사 케이티,KORNET,210.178.184.0,210.178.187.255,4,19981101
주식회사 케이티,KORNET,210.178.188.0,210.178.191.255,4,19981101
주식회사 케이티,KORNET,210.178.192.0,210.178.195.255,4,19981101
주식회사 케이티,KORNET,210.178.196.0,210.178.199.255,4,19981101
주식회사 케이티,KORNET,210.178.200.0,210.178.203.255,4,19981101
주식회사 케이티,KORNET,210.178.204.0,210.178.207.255,4,19981101
주식회사 케이티,KORNET,210.178.208.0,210.178.211.255,4,19981101
주식회사 케이티,KORNET,210.178.212.0,210.178.215.255,4,19981101
주식회사 케이티,KORNET,210.178.216.0,210.178.219.255,4,19981101
주식회사 케이티,KORNET,210.178.220.0,210.178.223.255,4,19981101
주식회사 케이티,KORNET,210.178.224.0,210.178.231.255,8,19981101
주식회사 케이티,KORNET,210.178.232.0,210.178.235.255,4,19981101
주식회사 케이티,KORNET,210.178.236.0,210.178.239.255,4,19981101
주식회사 케이티,KORNET,210.178.240.0,210.178.243.255,4,19981101
주식회사 케이티,KORNET,210.178.244.0,210.178.247.255,4,19981101
주식회사 케이티,KORNET,210.178.248.0,210.178.251.255,4,19981101
주식회사 케이티,KORNET,210.178.252.0,210.178.255.255,4,19981101
주식회사 케이티,KORNET,210.92.0.0,210.92.31.255,32,19981110
주식회사 케이티,KORNET,210.178.0.0,210.178.3.255,4,19981129
주식회사 케이티,KORNET,210.178.16.0,210.178.19.255,4,19981129
주식회사 케이티,KORNET,210.178.20.0,210.178.23.255,4,19981129
주식회사 케이티,KORNET,210.178.24.0,210.178.27.255,4,19981129
주식회사 케이티,KORNET,210.178.28.0,210.178.43.255,16,19981129
주식회사 케이티,KORNET,210.178.4.0,210.178.7.255,4,19981129
주식회사 케이티,KORNET,210.178.44.0,210.178.47.255,4,19981129
주식회사 케이티,KORNET,210.178.48.0,210.178.51.255,4,19981129
주식회사 케이티,KORNET,210.178.52.0,210.178.55.255,4,19981129
주식회사 케이티,KORNET,210.178.56.0,210.178.59.255,4,19981129
주식회사 케이티,KORNET,210.178.60.0,210.178.63.255,4,19981129
주식회사 케이티,KORNET,210.178.8.0,210.178.15.255,8,19981129
주식회사 케이티,KORNET,210.92.32.0,210.92.63.255,32,19981223
주식회사 케이티,KORNET,210.183.0.0,210.183.95.255,96,19981224
주식회사 케이티,KORNET,210.178.100.0,210.178.103.255,4,19981228
주식회사 케이티,KORNET,210.178.104.0,210.178.107.255,4,19981228
주식회사 케이티,KORNET,210.178.108.0,210.178.111.255,4,19981228
주식회사 케이티,KORNET,210.178.112.0,210.178.119.255,8,19981228
주식회사 케이티,KORNET,210.178.120.0,210.178.123.255,4,19981228
주식회사 케이티,KORNET,210.178.124.0,210.178.127.255,4,19981228
주식회사 케이티,KORNET,210.178.64.0,210.178.67.255,4,19981228
주식회사 케이티,KORNET,210.178.68.0,210.178.71.255,4,19981228
주식회사 케이티,KORNET,210.178.72.0,210.178.75.255,4,19981228
주식회사 케이티,KORNET,210.178.76.0,210.178.79.255,4,19981228
주식회사 케이티,KORNET,210.178.80.0,210.178.83.255,4,19981228
주식회사 케이티,KORNET,210.178.84.0,210.178.87.255,4,19981228
주식회사 케이티,KORNET,210.178.88.0,210.178.91.255,4,19981228
주식회사 케이티,KORNET,210.178.92.0,210.178.95.255,4,19981228
주식회사 케이티,KORNET,210.178.96.0,210.178.99.255,4,19981228
주식회사 케이티,KORNET,210.179.0.0,210.179.31.255,32,19990204
주식회사 케이티,KORNET,210.179.100.0,210.179.103.255,4,19990204
주식회사 케이티,KORNET,210.179.104.0,210.179.107.255,4,19990204
주식회사 케이티,KORNET,210.179.108.0,210.179.111.255,4,19990204
주식회사 케이티,KORNET,210.179.112.0,210.179.115.255,4,19990204
주식회사 케이티,KORNET,210.179.116.0,210.179.119.255,4,19990204
주식회사 케이티,KORNET,210.179.120.0,210.179.123.255,4,19990204
주식회사 케이티,KORNET,210.179.124.0,210.179.127.255,4,19990204
주식회사 케이티,KORNET,210.179.128.0,210.179.151.255,24,19990204
주식회사 케이티,KORNET,210.179.152.0,210.179.155.255,4,19990204
주식회사 케이티,KORNET,210.179.156.0,210.179.167.255,12,19990204
주식회사 케이티,KORNET,210.179.168.0,210.179.171.255,4,19990204
주식회사 케이티,KORNET,210.179.172.0,210.179.179.255,8,19990204
주식회사 케이티,KORNET,210.179.180.0,210.179.183.255,4,19990204
주식회사 케이티,KORNET,210.179.184.0,210.179.207.255,24,19990204
주식회사 케이티,KORNET,210.179.208.0,210.179.211.255,4,19990204
주식회사 케이티,KORNET,210.179.212.0,210.179.215.255,4,19990204
주식회사 케이티,KORNET,210.179.216.0,210.179.219.255,4,19990204
주식회사 케이티,KORNET,210.179.220.0,210.179.223.255,4,19990204
주식회사 케이티,KORNET,210.179.224.0,210.179.227.255,4,19990204
주식회사 케이티,KORNET,210.179.228.0,210.179.235.255,8,19990204
주식회사 케이티,KORNET,210.179.236.0,210.179.239.255,4,19990204
주식회사 케이티,KORNET,210.179.240.0,210.179.243.255,4,19990204
주식회사 케이티,KORNET,210.179.244.0,210.179.247.255,4,19990204
주식회사 케이티,KORNET,210.179.248.0,210.179.251.255,4,19990204
주식회사 케이티,KORNET,210.179.252.0,210.179.255.255,4,19990204
주식회사 케이티,KORNET,210.179.32.0,210.179.35.255,4,19990204
주식회사 케이티,KORNET,210.179.36.0,210.179.39.255,4,19990204
주식회사 케이티,KORNET,210.179.40.0,210.179.51.255,12,19990204
주식회사 케이티,KORNET,210.179.52.0,210.179.55.255,4,19990204
주식회사 케이티,KORNET,210.179.56.0,210.179.59.255,4,19990204
주식회사 케이티,KORNET,210.179.60.0,210.179.63.255,4,19990204
주식회사 케이티,KORNET,210.179.64.0,210.179.67.255,4,19990204
주식회사 케이티,KORNET,210.179.68.0,210.179.95.255,28,19990204
주식회사 케이티,KORNET,210.179.96.0,210.179.99.255,4,19990204
주식회사 케이티,KORNET,210.180.64.0,210.180.95.255,32,19990205
주식회사 케이티,KORNET,210.183.96.0,210.183.255.255,160,19990220
주식회사 케이티,KORNET,210.123.224.0,210.123.255.255,32,19990301
주식회사 케이티,KORNET,210.217.224.0,210.217.255.255,32,19990324
주식회사 케이티,KORNET,210.218.0.0,210.218.95.255,96,19990324
주식회사 케이티,KORNET,210.91.0.0,210.91.255.255,256,19990409
주식회사 케이티,KORNET,210.90.0.0,210.90.131.255,132,19990414
주식회사 케이티,KORNET,210.90.132.0,210.90.135.255,4,19990414
주식회사 케이티,KORNET,210.90.136.0,210.90.139.255,4,19990414
주식회사 케이티,KORNET,210.90.140.0,210.90.143.255,4,19990414
주식회사 케이티,KORNET,210.90.144.0,210.90.147.255,4,19990414
주식회사 케이티,KORNET,210.90.148.0,210.90.151.255,4,19990414
주식회사 케이티,KORNET,210.90.152.0,210.90.155.255,4,19990414
주식회사 케이티,KORNET,210.90.156.0,210.90.159.255,4,19990414
주식회사 케이티,KORNET,210.90.160.0,210.90.163.255,4,19990414
주식회사 케이티,KORNET,210.90.164.0,210.90.167.255,4,19990414
주식회사 케이티,KORNET,210.90.168.0,210.90.175.255,8,19990414
주식회사 케이티,KORNET,210.90.176.0,210.90.179.255,4,19990414
주식회사 케이티,KORNET,210.90.180.0,210.90.183.255,4,19990414
주식회사 케이티,KORNET,210.90.184.0,210.90.187.255,4,19990414
주식회사 케이티,KORNET,210.90.188.0,210.90.199.255,12,19990414
주식회사 케이티,KORNET,210.90.200.0,210.90.203.255,4,19990414
주식회사 케이티,KORNET,210.90.204.0,210.90.235.255,32,19990414
주식회사 케이티,KORNET,210.90.236.0,210.90.239.255,4,19990414
주식회사 케이티,KORNET,210.90.240.0,210.90.247.255,8,19990414
주식회사 케이티,KORNET,210.90.248.0,210.90.251.255,4,19990414
주식회사 케이티,KORNET,210.90.252.0,210.90.255.255,4,19990414
주식회사 케이티,KORNET,210.217.0.0,210.217.127.255,128,19990517
주식회사 케이티,KORNET,210.223.0.0,210.223.255.255,256,19990604
주식회사 케이티,KORNET,210.204.0.0,210.204.3.255,4,19990622
주식회사 케이티,KORNET,210.204.112.0,210.204.115.255,4,19990622
주식회사 케이티,KORNET,210.204.116.0,210.204.119.255,4,19990622
주식회사 케이티,KORNET,210.204.12.0,210.204.15.255,4,19990622
주식회사 케이티,KORNET,210.204.120.0,210.204.123.255,4,19990622
주식회사 케이티,KORNET,210.204.124.0,210.204.131.255,8,19990622
주식회사 케이티,KORNET,210.204.132.0,210.204.135.255,4,19990622
주식회사 케이티,KORNET,210.204.136.0,210.204.139.255,4,19990622
주식회사 케이티,KORNET,210.204.140.0,210.204.143.255,4,19990622
주식회사 케이티,KORNET,210.204.144.0,210.204.147.255,4,19990622
주식회사 케이티,KORNET,210.204.148.0,210.204.151.255,4,19990622
주식회사 케이티,KORNET,210.204.152.0,210.204.155.255,4,19990622
주식회사 케이티,KORNET,210.204.156.0,210.204.159.255,4,19990622
주식회사 케이티,KORNET,210.204.16.0,210.204.19.255,4,19990622
주식회사 케이티,KORNET,210.204.160.0,210.204.163.255,4,19990622
주식회사 케이티,KORNET,210.204.164.0,210.204.167.255,4,19990622
주식회사 케이티,KORNET,210.204.168.0,210.204.171.255,4,19990622
주식회사 케이티,KORNET,210.204.172.0,210.204.179.255,8,19990622
주식회사 케이티,KORNET,210.204.180.0,210.204.183.255,4,19990622
주식회사 케이티,KORNET,210.204.184.0,210.204.187.255,4,19990622
주식회사 케이티,KORNET,210.204.188.0,210.204.191.255,4,19990622
주식회사 케이티,KORNET,210.204.192.0,210.204.195.255,4,19990622
주식회사 케이티,KORNET,210.204.196.0,210.204.199.255,4,19990622
주식회사 케이티,KORNET,210.204.20.0,210.204.27.255,8,19990622
주식회사 케이티,KORNET,210.204.200.0,210.204.203.255,4,19990622
주식회사 케이티,KORNET,210.204.204.0,210.204.207.255,4,19990622
주식회사 케이티,KORNET,210.204.208.0,210.204.211.255,4,19990622
주식회사 케이티,KORNET,210.204.212.0,210.204.215.255,4,19990622
주식회사 케이티,KORNET,210.204.216.0,210.204.219.255,4,19990622
주식회사 케이티,KORNET,210.204.220.0,210.204.227.255,8,19990622
주식회사 케이티,KORNET,210.204.228.0,210.204.231.255,4,19990622
주식회사 케이티,KORNET,210.204.232.0,210.204.255.255,24,19990622
주식회사 케이티,KORNET,210.204.28.0,210.204.31.255,4,19990622
주식회사 케이티,KORNET,210.204.32.0,210.204.35.255,4,19990622
주식회사 케이티,KORNET,210.204.36.0,210.204.39.255,4,19990622
주식회사 케이티,KORNET,210.204.4.0,210.204.7.255,4,19990622
주식회사 케이티,KORNET,210.204.40.0,210.204.43.255,4,19990622
주식회사 케이티,KORNET,210.204.44.0,210.204.47.255,4,19990622
주식회사 케이티,KORNET,210.204.48.0,210.204.51.255,4,19990622
주식회사 케이티,KORNET,210.204.52.0,210.204.59.255,8,19990622
주식회사 케이티,KORNET,210.204.60.0,210.204.63.255,4,19990622
주식회사 케이티,KORNET,210.204.64.0,210.204.67.255,4,19990622
주식회사 케이티,KORNET,210.204.68.0,210.204.71.255,4,19990622
주식회사 케이티,KORNET,210.204.72.0,210.204.75.255,4,19990622
주식회사 케이티,KORNET,210.204.76.0,210.204.79.255,4,19990622
주식회사 케이티,KORNET,210.204.8.0,210.204.11.255,4,19990622
주식회사 케이티,KORNET,210.204.80.0,210.204.83.255,4,19990622
주식회사 케이티,KORNET,210.204.84.0,210.204.87.255,4,19990622
주식회사 케이티,KORNET,210.204.88.0,210.204.91.255,4,19990622
주식회사 케이티,KORNET,210.204.92.0,210.204.95.255,4,19990622
주식회사 케이티,KORNET,210.204.96.0,210.204.111.255,16,19990622
주식회사 케이티,KORNET,210.220.128.0,210.220.159.255,32,19990702
주식회사 케이티,KORNET,210.222.0.0,210.222.255.255,256,19990720
주식회사 케이티,KORNET,211.38.0.0,211.38.127.255,128,19990901
주식회사 케이티,KORNET,211.38.128.0,211.38.255.255,128,19991004
주식회사 케이티,KORNET,211.34.0.0,211.34.3.255,4,19991005
주식회사 케이티,KORNET,211.34.12.0,211.34.15.255,4,19991005
주식회사 케이티,KORNET,211.34.120.0,211.34.123.255,4,19991005
주식회사 케이티,KORNET,211.34.124.0,211.34.127.255,4,19991005
주식회사 케이티,KORNET,211.34.128.0,211.34.131.255,4,19991005
주식회사 케이티,KORNET,211.34.132.0,211.34.147.255,16,19991005
주식회사 케이티,KORNET,211.34.148.0,211.34.151.255,4,19991005
주식회사 케이티,KORNET,211.34.152.0,211.34.159.255,8,19991005
주식회사 케이티,KORNET,211.34.16.0,211.34.19.255,4,19991005
주식회사 케이티,KORNET,211.34.160.0,211.34.163.255,4,19991005
주식회사 케이티,KORNET,211.34.164.0,211.34.167.255,4,19991005
주식회사 케이티,KORNET,211.34.168.0,211.34.171.255,4,19991005
주식회사 케이티,KORNET,211.34.172.0,211.34.175.255,4,19991005
주식회사 케이티,KORNET,211.34.176.0,211.34.179.255,4,19991005
주식회사 케이티,KORNET,211.34.180.0,211.34.183.255,4,19991005
주식회사 케이티,KORNET,211.34.184.0,211.34.187.255,4,19991005
주식회사 케이티,KORNET,211.34.188.0,211.34.199.255,12,19991005
주식회사 케이티,KORNET,211.34.20.0,211.34.23.255,4,19991005
주식회사 케이티,KORNET,211.34.200.0,211.34.203.255,4,19991005
주식회사 케이티,KORNET,211.34.204.0,211.34.207.255,4,19991005
주식회사 케이티,KORNET,211.34.208.0,211.34.211.255,4,19991005
주식회사 케이티,KORNET,211.34.212.0,211.34.215.255,4,19991005
주식회사 케이티,KORNET,211.34.216.0,211.34.219.255,4,19991005
주식회사 케이티,KORNET,211.34.220.0,211.34.223.255,4,19991005
주식회사 케이티,KORNET,211.34.224.0,211.34.235.255,12,19991005
주식회사 케이티,KORNET,211.34.236.0,211.34.239.255,4,19991005
주식회사 케이티,KORNET,211.34.24.0,211.34.27.255,4,19991005
주식회사 케이티,KORNET,211.34.240.0,211.34.243.255,4,19991005
주식회사 케이티,KORNET,211.34.244.0,211.34.251.255,8,19991005
주식회사 케이티,KORNET,211.34.252.0,211.34.255.255,4,19991005
주식회사 케이티,KORNET,211.34.28.0,211.34.31.255,4,19991005
주식회사 케이티,KORNET,211.34.32.0,211.34.35.255,4,19991005
주식회사 케이티,KORNET,211.34.36.0,211.34.39.255,4,19991005
주식회사 케이티,KORNET,211.34.4.0,211.34.7.255,4,19991005
주식회사 케이티,KORNET,211.34.40.0,211.34.43.255,4,19991005
주식회사 케이티,KORNET,211.34.44.0,211.34.47.255,4,19991005
주식회사 케이티,KORNET,211.34.48.0,211.34.51.255,4,19991005
주식회사 케이티,KORNET,211.34.52.0,211.34.55.255,4,19991005
주식회사 케이티,KORNET,211.34.56.0,211.34.59.255,4,19991005
주식회사 케이티,KORNET,211.34.60.0,211.34.63.255,4,19991005
주식회사 케이티,KORNET,211.34.64.0,211.34.67.255,4,19991005
주식회사 케이티,KORNET,211.34.68.0,211.34.71.255,4,19991005
주식회사 케이티,KORNET,211.34.72.0,211.34.75.255,4,19991005
주식회사 케이티,KORNET,211.34.76.0,211.34.79.255,4,19991005
주식회사 케이티,KORNET,211.34.8.0,211.34.11.255,4,19991005
주식회사 케이티,KORNET,211.34.80.0,211.34.83.255,4,19991005
주식회사 케이티,KORNET,211.34.84.0,211.34.119.255,36,19991005
주식회사 케이티,KORNET,211.37.128.0,211.37.191.255,64,19991025
주식회사 케이티,KORNET,211.33.128.0,211.33.255.255,128,19991104
주식회사 케이티,KORNET,211.35.128.0,211.35.255.255,128,19991104
주식회사 케이티,KORNET,211.41.64.0,211.41.95.255,32,19991110
주식회사 케이티,KORNET,211.41.0.0,211.41.3.255,4,19991117
주식회사 케이티,KORNET,211.41.4.0,211.41.11.255,8,19991119
주식회사 케이티,KORNET,211.46.0.0,211.46.3.255,4,19991130
주식회사 케이티,KORNET,211.46.104.0,211.46.107.255,4,19991130
주식회사 케이티,KORNET,211.46.108.0,211.46.115.255,8,19991130
주식회사 케이티,KORNET,211.46.116.0,211.46.119.255,4,19991130
주식회사 케이티,KORNET,211.46.12.0,211.46.15.255,4,19991130
주식회사 케이티,KORNET,211.46.120.0,211.46.127.255,8,19991130
주식회사 케이티,KORNET,211.46.128.0,211.46.131.255,4,19991130
주식회사 케이티,KORNET,211.46.132.0,211.46.135.255,4,19991130
주식회사 케이티,KORNET,211.46.136.0,211.46.139.255,4,19991130
주식회사 케이티,KORNET,211.46.140.0,211.46.143.255,4,19991130
주식회사 케이티,KORNET,211.46.144.0,211.46.147.255,4,19991130
주식회사 케이티,KORNET,211.46.148.0,211.46.151.255,4,19991130
주식회사 케이티,KORNET,211.46.152.0,211.46.155.255,4,19991130
주식회사 케이티,KORNET,211.46.156.0,211.46.163.255,8,19991130
주식회사 케이티,KORNET,211.46.16.0,211.46.19.255,4,19991130
주식회사 케이티,KORNET,211.46.164.0,211.46.167.255,4,19991130
주식회사 케이티,KORNET,211.46.168.0,211.46.171.255,4,19991130
주식회사 케이티,KORNET,211.46.172.0,211.46.175.255,4,19991130
주식회사 케이티,KORNET,211.46.176.0,211.46.179.255,4,19991130
주식회사 케이티,KORNET,211.46.180.0,211.46.183.255,4,19991130
주식회사 케이티,KORNET,211.46.184.0,211.46.187.255,4,19991130
주식회사 케이티,KORNET,211.46.188.0,211.46.191.255,4,19991130
주식회사 케이티,KORNET,211.46.192.0,211.46.207.255,16,19991130
주식회사 케이티,KORNET,211.46.20.0,211.46.23.255,4,19991130
주식회사 케이티,KORNET,211.46.208.0,211.46.211.255,4,19991130
주식회사 케이티,KORNET,211.46.212.0,211.46.215.255,4,19991130
주식회사 케이티,KORNET,211.46.216.0,211.46.219.255,4,19991130
주식회사 케이티,KORNET,211.46.220.0,211.46.223.255,4,19991130
주식회사 케이티,KORNET,211.46.224.0,211.46.227.255,4,19991130
주식회사 케이티,KORNET,211.46.228.0,211.46.231.255,4,19991130
주식회사 케이티,KORNET,211.46.232.0,211.46.235.255,4,19991130
주식회사 케이티,KORNET,211.46.236.0,211.46.239.255,4,19991130
주식회사 케이티,KORNET,211.46.24.0,211.46.27.255,4,19991130
주식회사 케이티,KORNET,211.46.240.0,211.46.243.255,4,19991130
주식회사 케이티,KORNET,211.46.244.0,211.46.247.255,4,19991130
주식회사 케이티,KORNET,211.46.248.0,211.46.251.255,4,19991130
주식회사 케이티,KORNET,211.46.252.0,211.46.255.255,4,19991130
주식회사 케이티,KORNET,211.46.28.0,211.46.31.255,4,19991130
주식회사 케이티,KORNET,211.46.32.0,211.46.39.255,8,19991130
주식회사 케이티,KORNET,211.46.4.0,211.46.7.255,4,19991130
주식회사 케이티,KORNET,211.46.40.0,211.46.43.255,4,19991130
주식회사 케이티,KORNET,211.46.44.0,211.46.47.255,4,19991130
주식회사 케이티,KORNET,211.46.48.0,211.46.55.255,8,19991130
주식회사 케이티,KORNET,211.46.56.0,211.46.59.255,4,19991130
주식회사 케이티,KORNET,211.46.60.0,211.46.63.255,4,19991130
주식회사 케이티,KORNET,211.46.64.0,211.46.67.255,4,19991130
주식회사 케이티,KORNET,211.46.68.0,211.46.71.255,4,19991130
주식회사 케이티,KORNET,211.46.72.0,211.46.75.255,4,19991130
주식회사 케이티,KORNET,211.46.76.0,211.46.79.255,4,19991130
주식회사 케이티,KORNET,211.46.8.0,211.46.11.255,4,19991130
주식회사 케이티,KORNET,211.46.80.0,211.46.83.255,4,19991130
주식회사 케이티,KORNET,211.46.84.0,211.46.87.255,4,19991130
주식회사 케이티,KORNET,211.46.88.0,211.46.103.255,16,19991130
주식회사 케이티,KORNET,211.45.128.0,211.45.191.255,64,19991201
주식회사 케이티,KORNET,211.41.12.0,211.41.31.255,20,19991202
주식회사 케이티,KORNET,211.48.0.0,211.48.255.255,256,19991209
주식회사 케이티,KORNET,203.254.112.0,203.254.112.255,1,19991215
주식회사 케이티,KORNET,203.254.113.0,203.254.113.255,1,19991215
주식회사 케이티,KORNET,203.254.114.0,203.254.114.255,1,19991215
주식회사 케이티,KORNET,203.254.115.0,203.254.115.255,1,19991215
주식회사 케이티,KORNET,203.254.116.0,203.254.127.255,12,19991215
주식회사 케이티,KORNET,203.254.96.0,203.254.111.255,16,19991215
주식회사 케이티,KORNET,211.41.32.0,211.41.63.255,32,19991228
주식회사 케이티,KORNET,203.243.0.0,203.243.3.255,4,20000110
주식회사 케이티,KORNET,203.243.10.0,203.243.10.255,1,20000110
주식회사 케이티,KORNET,203.243.11.0,203.243.11.255,1,20000110
주식회사 케이티,KORNET,203.243.12.0,203.243.19.255,8,20000110
주식회사 케이티,KORNET,203.243.20.0,203.243.20.255,1,20000110
주식회사 케이티,KORNET,203.243.21.0,203.243.21.255,1,20000110
주식회사 케이티,KORNET,203.243.22.0,203.243.22.255,1,20000110
주식회사 케이티,KORNET,203.243.23.0,203.243.23.255,1,20000110
주식회사 케이티,KORNET,203.243.24.0,203.243.24.255,1,20000110
주식회사 케이티,KORNET,203.243.25.0,203.243.25.255,1,20000110
주식회사 케이티,KORNET,203.243.26.0,203.243.26.255,1,20000110
주식회사 케이티,KORNET,203.243.27.0,203.243.27.255,1,20000110
주식회사 케이티,KORNET,203.243.28.0,203.243.28.255,1,20000110
주식회사 케이티,KORNET,203.243.29.0,203.243.29.255,1,20000110
주식회사 케이티,KORNET,203.243.30.0,203.243.30.255,1,20000110
주식회사 케이티,KORNET,203.243.31.0,203.243.31.255,1,20000110
주식회사 케이티,KORNET,203.243.32.0,203.243.32.255,1,20000110
주식회사 케이티,KORNET,203.243.33.0,203.243.33.255,1,20000110
주식회사 케이티,KORNET,203.243.34.0,203.243.34.255,1,20000110
주식회사 케이티,KORNET,203.243.35.0,203.243.35.255,1,20000110
주식회사 케이티,KORNET,203.243.36.0,203.243.36.255,1,20000110
주식회사 케이티,KORNET,203.243.37.0,203.243.37.255,1,20000110
주식회사 케이티,KORNET,203.243.38.0,203.243.38.255,1,20000110
주식회사 케이티,KORNET,203.243.39.0,203.243.39.255,1,20000110
주식회사 케이티,KORNET,203.243.4.0,203.243.4.255,1,20000110
주식회사 케이티,KORNET,203.243.40.0,203.243.40.255,1,20000110
주식회사 케이티,KORNET,203.243.41.0,203.243.41.255,1,20000110
주식회사 케이티,KORNET,203.243.42.0,203.243.42.255,1,20000110
주식회사 케이티,KORNET,203.243.43.0,203.243.43.255,1,20000110
주식회사 케이티,KORNET,203.243.44.0,203.243.44.255,1,20000110
주식회사 케이티,KORNET,203.243.45.0,203.243.45.255,1,20000110
주식회사 케이티,KORNET,203.243.46.0,203.243.46.255,1,20000110
주식회사 케이티,KORNET,203.243.47.0,203.243.47.255,1,20000110
주식회사 케이티,KORNET,203.243.48.0,203.243.48.255,1,20000110
주식회사 케이티,KORNET,203.243.49.0,203.243.49.255,1,20000110
주식회사 케이티,KORNET,203.243.5.0,203.243.5.255,1,20000110
주식회사 케이티,KORNET,203.243.50.0,203.243.50.255,1,20000110
주식회사 케이티,KORNET,203.243.51.0,203.243.51.255,1,20000110
주식회사 케이티,KORNET,203.243.52.0,203.243.52.255,1,20000110
주식회사 케이티,KORNET,203.243.53.0,203.243.53.255,1,20000110
주식회사 케이티,KORNET,203.243.54.0,203.243.54.255,1,20000110
주식회사 케이티,KORNET,203.243.55.0,203.243.55.255,1,20000110
주식회사 케이티,KORNET,203.243.56.0,203.243.56.255,1,20000110
주식회사 케이티,KORNET,203.243.57.0,203.243.57.255,1,20000110
주식회사 케이티,KORNET,203.243.58.0,203.243.58.255,1,20000110
주식회사 케이티,KORNET,203.243.59.0,203.243.59.255,1,20000110
주식회사 케이티,KORNET,203.243.6.0,203.243.6.255,1,20000110
주식회사 케이티,KORNET,203.243.60.0,203.243.60.255,1,20000110
주식회사 케이티,KORNET,203.243.61.0,203.243.61.255,1,20000110
주식회사 케이티,KORNET,203.243.62.0,203.243.62.255,1,20000110
주식회사 케이티,KORNET,203.243.63.0,203.243.63.255,1,20000110
주식회사 케이티,KORNET,203.243.7.0,203.243.7.255,1,20000110
주식회사 케이티,KORNET,203.243.8.0,203.243.8.255,1,20000110
주식회사 케이티,KORNET,203.243.9.0,203.243.9.255,1,20000110
주식회사 케이티,KORNET,211.47.0.0,211.47.63.255,64,20000110
주식회사 케이티,KORNET,211.51.0.0,211.51.255.255,256,20000113
주식회사 케이티,KORNET,211.42.128.0,211.42.159.255,32,20000209
주식회사 케이티,KORNET,211.42.192.0,211.42.223.255,32,20000209
주식회사 케이티,KORNET,211.52.0.0,211.52.63.255,64,20000217
주식회사 케이티,KORNET,211.54.0.0,211.54.255.255,256,20000218
주식회사 케이티,KORNET,211.57.0.0,211.57.3.255,4,20000223
주식회사 케이티,KORNET,211.57.100.0,211.57.103.255,4,20000223
주식회사 케이티,KORNET,211.57.104.0,211.57.107.255,4,20000223
주식회사 케이티,KORNET,211.57.108.0,211.57.111.255,4,20000223
주식회사 케이티,KORNET,211.57.112.0,211.57.139.255,28,20000223
주식회사 케이티,KORNET,211.57.12.0,211.57.19.255,8,20000223
주식회사 케이티,KORNET,211.57.140.0,211.57.143.255,4,20000223
주식회사 케이티,KORNET,211.57.144.0,211.57.147.255,4,20000223
주식회사 케이티,KORNET,211.57.148.0,211.57.151.255,4,20000223
주식회사 케이티,KORNET,211.57.152.0,211.57.155.255,4,20000223
주식회사 케이티,KORNET,211.57.156.0,211.57.159.255,4,20000223
주식회사 케이티,KORNET,211.57.160.0,211.57.171.255,12,20000223
주식회사 케이티,KORNET,211.57.172.0,211.57.175.255,4,20000223
주식회사 케이티,KORNET,211.57.176.0,211.57.179.255,4,20000223
주식회사 케이티,KORNET,211.57.180.0,211.57.183.255,4,20000223
주식회사 케이티,KORNET,211.57.184.0,211.57.187.255,4,20000223
주식회사 케이티,KORNET,211.57.188.0,211.57.191.255,4,20000223
주식회사 케이티,KORNET,211.57.192.0,211.57.195.255,4,20000223
주식회사 케이티,KORNET,211.57.196.0,211.57.199.255,4,20000223
주식회사 케이티,KORNET,211.57.20.0,211.57.23.255,4,20000223
주식회사 케이티,KORNET,211.57.200.0,211.57.203.255,4,20000223
주식회사 케이티,KORNET,211.57.204.0,211.57.219.255,16,20000223
주식회사 케이티,KORNET,211.57.220.0,211.57.223.255,4,20000223
